Province,District,Sector,School_Name,Year,Male_Dropout_Percentage,Female_Dropout_Percentage,Overall_Dropout_Percentage,Completion_Male,Completion_Female,Completion_Total,Reenrollment_Rate,Attendance_Rate,Avg_Household_Income_RWF,Teacher_Student_Ratio,Latitude,Longitude
Western,Rutsiro,Sector-3,GS Gahanga I,2023,28.59,17.47,23.03,58.27,96.77,77.52,13.87,94.74,242195,1:49,-2.66019,30.86001
Western,Rutsiro,Sector-8,GS Rukomo,2024,19.12,1.43,10.27,87.4,54.58,70.99,9.03,70.39,523873,1:49,-2.66019,30.86001
Western,Rutsiro,Sector-9,GS Gahanga I,2010,28.8,8.56,18.68,84.14,97.04,90.59,16.55,86.54,345195,1:33,-2.77161,30.64797
Western,Rutsiro,Sector-1,New Vision,2011,11.44,18.4,14.92,57.81,76.78,67.29,10.56,69.22,462812,1:33,-2.77161,30.64797
Western,Rutsiro,Sector-3,GS Ruramira,2012,12.93,8.8,10.86,99.93,53.59,76.76,19.42,61.74,505060,1:33,-2.77161,30.64797
Western,Rutsiro,Sector-1,GS Ruheru,2013,29.4,19.99,24.7,94.01,60.7,77.35,2.02,98.88,463601,1:33,-2.77161,30.64797
Western,Rutsiro,Sector-5,GS Cyahafi,2014,4.25,17.62,10.94,89.05,68.33,78.69,3.01,99.12,503564,1:33,-2.77161,30.64797
Western,Rutsiro,Sector-8,GS Migongo,2015,14.51,20.69,17.6,91.61,72.94,82.27,19.72,83.74,146073,1:33,-2.77161,30.64797
Western,Rutsiro,Sector-8,Marie Merci,2016,2.42,26.71,14.57,78.11,62.6,70.36,19.59,98.2,434734,1:33,-2.77161,30.64797
Western,Rutsiro,Sector-9,ES Kigoma,2017,9.81,8.69,9.25,56.47,75.55,66.01,0.12,66.15,459838,1:33,-2.77161,30.64797
Western,Rutsiro,Sector-6,GS Ruramira,2018,15.73,29.95,22.84,84.75,65.42,75.08,0.31,95.07,555502,1:33,-2.77161,30.64797
Western,Rutsiro,Sector-3,GS Ruheru,2019,24.69,9.72,17.2,57.48,61.32,59.4,19.4,78.74,371601,1:33,-2.77161,30.64797
Western,Rutsiro,Sector-6,GS Matara,2020,27.87,24.13,26.0,82.17,89.07,85.62,6.97,77.28,313273,1:33,-2.77161,30.64797
Western,Rutsiro,Sector-2,GS Rwamagana,2021,10.47,22.94,16.71,72.7,60.61,66.65,13.56,68.08,278270,1:33,-2.77161,30.64797
Western,Rutsiro,Sector-2,GS Mubuga,2022,16.84,12.63,14.73,71.54,52.87,62.21,7.76,78.2,292206,1:33,-2.77161,30.64797
Western,Rutsiro,Sector-3,GS Rwamagana,2023,12.12,1.46,6.79,72.89,51.27,62.08,16.8,82.81,398561,1:33,-2.77161,30.64797
Western,Rutsiro,Sector-7,GS Rutongo,2024,17.87,10.38,14.13,75.81,84.99,80.4,18.33,63.76,539863,1:33,-2.77161,30.64797
Western,Nyabihu,Sector-6,GS Kimironko II,2010,23.2,25.36,24.28,90.34,50.83,70.58,18.74,67.47,471969,1:43,-2.26157,30.25325
Western,Nyabihu,Sector-5,New Vision,2011,7.52,14.58,11.05,62.53,54.0,58.27,3.15,76.13,346130,1:43,-2.26157,30.25325
Western,Nyabihu,Sector-7,GS Rukomo,2012,15.97,23.99,19.98,71.63,73.4,72.52,12.08,99.45,165206,1:43,-2.26157,30.25325
Western,Nyabihu,Sector-7,GS Nyacyina,2013,2.58,25.42,14.0,82.41,70.2,76.3,0.02,60.65,598577,1:43,-2.26157,30.25325
Western,Nyabihu,Sector-4,GS Agataramo,2014,18.87,6.48,12.67,59.59,82.66,71.13,11.6,62.15,319343,1:43,-2.26157,30.25325
Western,Nyabihu,Sector-6,GS Cyahafi,2015,20.19,21.91,21.05,62.76,54.46,58.61,18.92,63.15,117540,1:43,-2.26157,30.25325
Western,Nyabihu,Sector-4,GS Rwanyanza,2016,7.31,8.45,7.88,55.04,80.28,67.66,14.67,87.19,567927,1:43,-2.26157,30.25325
Western,Nyabihu,Sector-5,GS Akumunigo,2017,13.11,16.24,14.67,55.73,99.59,77.66,12.75,72.1,537929,1:43,-2.26157,30.25325
Western,Nyabihu,Sector-3,GS Gahanga I,2018,26.56,17.99,22.28,88.93,62.44,75.68,7.71,87.13,505890,1:43,-2.26157,30.25325
Western,Nyabihu,Sector-1,GS Camp Kigali,2019,23.59,22.02,22.81,52.98,79.08,66.03,9.89,65.21,246104,1:43,-2.26157,30.25325
Western,Nyabihu,Sector-3,GS Rwanyanza,2020,10.02,15.61,12.81,58.09,68.47,63.28,1.92,63.95,397463,1:43,-2.26157,30.25325
Western,Nyabihu,Sector-5,GS Mweya,2021,5.65,3.48,4.56,69.07,92.1,80.58,4.17,96.28,581522,1:43,-2.26157,30.25325
Western,Nyabihu,Sector-2,New Vision,2022,23.19,28.49,25.84,85.84,94.07,89.96,1.51,85.55,472220,1:43,-2.26157,30.25325
Western,Nyabihu,Sector-3,GS Matara,2023,1.91,21.17,11.54,71.92,77.61,74.77,9.52,82.31,237719,1:43,-2.26157,30.25325
Western,Nyabihu,Sector-4,New Vision,2024,14.65,12.26,13.46,91.03,72.56,81.8,17.32,84.15,152832,1:43,-2.26157,30.25325
Western,Nyabihu,Sector-5,GS Nyacyina,2010,3.91,22.41,13.16,85.31,99.32,92.31,3.11,80.88,111251,1:53,-1.19724,29.54001
Western,Nyabihu,Sector-4,GS Rwamagana,2011,19.28,22.33,20.8,92.98,97.03,95.01,4.81,68.07,444041,1:53,-1.19724,29.54001
Western,Nyabihu,Sector-4,GS Agataramo,2012,11.4,27.53,19.46,78.76,86.91,82.83,10.76,79.6,311818,1:53,-1.19724,29.54001
Western,Nyabihu,Sector-9,Mater Dei,2013,21.84,7.24,14.54,86.1,90.53,88.31,8.08,76.48,449352,1:53,-1.19724,29.54001
Western,Nyabihu,Sector-2,GS Agataramo,2014,20.67,23.16,21.91,99.6,67.27,83.43,4.08,76.44,498231,1:53,-1.19724,29.54001
Western,Nyabihu,Sector-4,GS Rukomo,2015,21.11,27.59,24.35,69.73,58.99,64.36,5.81,71.4,510784,1:53,-1.19724,29.54001
Western,Nyabihu,Sector-3,GS Rukomo,2016,7.77,22.34,15.06,50.39,76.96,63.68,12.07,91.75,593938,1:53,-1.19724,29.54001
Western,Nyabihu,Sector-8,GS Ruheru,2017,20.4,20.0,20.2,72.29,67.33,69.81,2.06,93.44,199248,1:53,-1.19724,29.54001
Western,Nyabihu,Sector-3,GS Mubuga,2018,3.08,3.73,3.41,79.14,52.58,65.86,5.89,73.48,211115,1:53,-1.19724,29.54001
Western,Nyabihu,Sector-6,GS Kimironko II,2019,23.14,22.62,22.88,62.29,86.44,74.37,10.43,89.91,594150,1:53,-1.19724,29.54001
Western,Nyabihu,Sector-6,New Vision,2020,27.72,19.55,23.63,58.65,84.14,71.39,14.68,77.09,521490,1:53,-1.19724,29.54001
Western,Nyabihu,Sector-8,GS Cyahafi,2021,15.93,24.61,20.27,86.11,80.75,83.43,18.72,66.03,149875,1:53,-1.19724,29.54001
Western,Nyabihu,Sector-3,GS Matara,2022,4.97,15.16,10.07,62.94,87.73,75.34,17.54,88.87,168625,1:53,-1.19724,29.54001
Western,Nyabihu,Sector-7,GS Cyahafi,2023,6.25,24.12,15.18,72.85,66.41,69.63,13.24,66.33,150317,1:53,-1.19724,29.54001
Western,Nyabihu,Sector-9,GS Matara,2024,16.96,4.54,10.75,55.63,53.62,54.63,12.26,89.75,486958,1:53,-1.19724,29.54001
Western,Nyabihu,Sector-8,GS Agataramo,2010,21.25,27.86,24.55,90.57,91.43,91.0,4.36,82.79,224225,1:38,-2.48959,29.04148
Western,Nyabihu,Sector-8,King David,2011,10.49,19.23,14.86,58.63,62.93,60.78,19.02,78.72,176737,1:38,-2.48959,29.04148
Western,Nyabihu,Sector-1,GS Gitega,2012,3.42,1.16,2.29,51.49,78.17,64.83,10.9,90.51,140880,1:38,-2.48959,29.04148
Western,Nyabihu,Sector-1,GS Nyacyina,2013,15.97,3.75,9.86,66.08,50.97,58.53,3.46,64.43,489336,1:38,-2.48959,29.04148
Western,Nyabihu,Sector-2,GS Mweya,2014,2.58,20.04,11.31,91.85,68.67,80.26,6.51,94.98,485415,1:38,-2.48959,29.04148
Western,Nyabihu,Sector-3,GS Cyahafi,2015,5.37,19.0,12.18,70.99,80.66,75.83,12.55,90.47,309239,1:38,-2.48959,29.04148
Western,Nyabihu,Sector-6,GS Camp Kigali,2016,28.12,9.67,18.9,67.96,85.89,76.92,7.52,84.45,383932,1:38,-2.48959,29.04148
Western,Nyabihu,Sector-8,GS Ruheru,2017,14.57,13.16,13.86,58.91,96.22,77.57,13.6,90.49,239988,1:38,-2.48959,29.04148
Western,Nyabihu,Sector-3,GS Migongo,2018,27.02,4.95,15.99,62.52,77.14,69.83,13.82,91.96,100050,1:38,-2.48959,29.04148
Western,Nyabihu,Sector-3,GS Rwamagana,2019,16.11,29.33,22.72,58.12,80.03,69.08,15.0,79.65,135788,1:38,-2.48959,29.04148
Western,Nyabihu,Sector-5,GS Rwamagana,2020,8.99,12.07,10.53,68.74,62.21,65.48,15.3,77.23,440496,1:38,-2.48959,29.04148
Western,Nyabihu,Sector-8,GS Mubuga,2021,5.6,18.19,11.89,94.81,55.44,75.12,12.23,78.92,568084,1:38,-2.48959,29.04148
Western,Nyabihu,Sector-4,GS Mweya,2022,3.92,12.5,8.21,75.36,99.79,87.58,8.54,67.14,108109,1:38,-2.48959,29.04148
Western,Nyabihu,Sector-6,Marie Merci,2023,15.87,5.26,10.56,77.55,57.23,67.39,0.47,84.45,233672,1:38,-2.48959,29.04148
Western,Nyabihu,Sector-4,ES Kigoma,2024,11.89,4.21,8.05,67.62,58.68,63.15,13.13,74.93,281854,1:38,-2.48959,29.04148
Western,Nyabihu,Sector-8,GS Ruramira,2010,14.29,16.17,15.23,61.99,94.59,78.29,5.57,98.85,280402,1:48,-1.14607,29.80119
Western,Nyabihu,Sector-7,GS Mweya,2011,28.35,26.64,27.49,54.2,75.83,65.01,17.54,69.0,145038,1:48,-1.14607,29.80119
Western,Nyabihu,Sector-1,GS Nyacyina,2012,16.3,10.69,13.5,60.39,90.02,75.21,4.35,84.98,305658,1:48,-1.14607,29.80119
Western,Nyabihu,Sector-8,GS Ruramira,2013,10.69,28.84,19.76,76.0,70.03,73.02,6.8,80.86,348435,1:48,-1.14607,29.80119
Western,Nyabihu,Sector-1,GS Cyahafi,2014,6.18,17.96,12.07,83.26,85.64,84.45,1.51,95.28,445184,1:48,-1.14607,29.80119
Western,Nyabihu,Sector-4,New Vision,2015,28.79,13.62,21.2,81.16,83.32,82.24,10.03,81.86,346257,1:48,-1.14607,29.80119
Western,Nyabihu,Sector-2,GS Rwamagana,2016,26.13,24.05,25.09,98.14,53.59,75.87,19.07,70.73,132264,1:48,-1.14607,29.80119
Western,Nyabihu,Sector-2,GS Ruramira,2017,23.73,20.14,21.93,75.88,58.37,67.13,8.51,99.14,274811,1:48,-1.14607,29.80119
Western,Nyabihu,Sector-8,Mater Dei,2018,26.28,12.46,19.37,66.67,66.93,66.8,18.17,67.86,500077,1:48,-1.14607,29.80119
Western,Nyabihu,Sector-9,GS Rwanyanza,2019,9.22,27.08,18.15,89.54,79.1,84.32,11.48,86.78,265043,1:48,-1.14607,29.80119
Western,Nyabihu,Sector-3,GS Mubuga,2020,9.48,12.67,11.07,88.23,62.2,75.21,10.64,93.55,221822,1:48,-1.14607,29.80119
Western,Nyabihu,Sector-7,GS Rukomo,2021,28.32,20.76,24.54,82.28,85.58,83.93,12.26,96.72,532189,1:48,-1.14607,29.80119
Western,Nyabihu,Sector-7,King David,2022,12.61,1.34,6.98,56.27,66.25,61.26,10.67,82.6,121677,1:48,-1.14607,29.80119
Western,Nyabihu,Sector-8,GS Gitega,2023,10.82,20.08,15.45,85.89,77.9,81.89,5.71,62.26,456777,1:48,-1.14607,29.80119
Western,Nyabihu,Sector-3,GS Ruheru,2024,9.2,20.53,14.86,50.92,87.78,69.35,10.56,70.61,466440,1:48,-1.14607,29.80119
Western,Nyabihu,Sector-8,GS Ruheru,2010,18.5,1.91,10.2,55.94,65.59,60.77,14.52,77.75,448294,1:56,-2.41133,30.76894
Western,Nyabihu,Sector-2,GS Rwamagana,2011,17.52,16.48,17.0,72.62,98.83,85.72,12.95,61.99,465860,1:56,-2.41133,30.76894
Western,Nyabihu,Sector-9,GS Mubuga,2012,4.95,18.09,11.52,78.39,98.55,88.47,18.52,95.34,514976,1:56,-2.41133,30.76894
Western,Nyabihu,Sector-4,Marie Merci,2013,24.64,10.37,17.5,99.11,85.43,92.27,3.37,62.5,119192,1:56,-2.41133,30.76894
Western,Nyabihu,Sector-6,Mater Dei,2014,22.11,6.33,14.22,75.57,54.66,65.12,7.11,96.84,480312,1:56,-2.41133,30.76894
Western,Nyabihu,Sector-3,GS Buye,2015,27.09,4.43,15.76,65.53,88.92,77.23,18.41,81.73,348053,1:56,-2.41133,30.76894
Western,Nyabihu,Sector-7,GS Matara,2016,28.11,5.5,16.81,51.69,99.49,75.59,12.32,79.29,331560,1:56,-2.41133,30.76894
Western,Nyabihu,Sector-9,GS Camp Kigali,2017,23.9,24.55,24.22,59.7,61.83,60.76,3.22,95.07,355938,1:56,-2.41133,30.76894
Western,Nyabihu,Sector-9,New Vision,2018,6.26,17.4,11.83,81.87,86.97,84.42,12.77,67.24,197556,1:56,-2.41133,30.76894
Western,Nyabihu,Sector-2,Mater Dei,2019,25.56,16.66,21.11,70.71,98.86,84.79,19.07,83.28,324585,1:56,-2.41133,30.76894
Western,Nyabihu,Sector-7,New Vision,2020,20.59,16.92,18.75,50.18,52.0,51.09,5.1,68.03,509505,1:56,-2.41133,30.76894
Western,Nyabihu,Sector-3,GS Nyacyina,2021,9.84,11.44,10.64,71.03,54.94,62.99,10.75,61.69,599600,1:56,-2.41133,30.76894
Western,Nyabihu,Sector-8,GS Rukomo,2022,13.88,19.4,16.64,91.38,71.38,81.38,4.15,85.64,447967,1:56,-2.41133,30.76894
Western,Nyabihu,Sector-8,GS Akumunigo,2023,27.44,6.07,16.76,91.72,57.51,74.62,19.98,86.35,220756,1:56,-2.41133,30.76894
Western,Nyabihu,Sector-5,GS Mubuga,2024,17.8,2.23,10.01,79.34,63.73,71.53,5.51,61.3,325571,1:56,-2.41133,30.76894
Northern,Musanze,Sector-8,GS Rutongo,2010,21.52,29.27,25.39,61.65,88.66,75.16,13.49,63.5,556094,1:33,-1.36621,29.57644
Northern,Musanze,Sector-2,GS Mubuga,2011,12.71,26.01,19.36,59.05,77.21,68.13,5.41,98.02,234942,1:33,-1.36621,29.57644
Northern,Musanze,Sector-3,GS Mweya,2012,21.09,8.35,14.72,67.82,59.56,63.69,1.98,94.25,445341,1:33,-1.36621,29.57644
Northern,Musanze,Sector-3,Mater Dei,2013,22.98,18.3,20.64,63.72,62.65,63.18,18.13,99.02,419066,1:33,-1.36621,29.57644
Northern,Musanze,Sector-2,GS Kimironko II,2014,29.93,5.76,17.85,52.73,66.49,59.61,6.03,78.47,569571,1:33,-1.36621,29.57644
Northern,Musanze,Sector-3,GS Rukomo,2015,6.83,23.45,15.14,85.63,81.75,83.69,19.39,75.49,552642,1:33,-1.36621,29.57644
Northern,Musanze,Sector-4,GS Akumunigo,2016,6.04,7.47,6.75,76.28,54.56,65.42,6.62,77.46,117839,1:33,-1.36621,29.57644
Northern,Musanze,Sector-9,GS Mweya,2017,16.73,28.81,22.77,60.3,82.74,71.52,10.03,61.74,143585,1:33,-1.36621,29.57644
Northern,Musanze,Sector-8,GS Gitega,2018,11.49,5.95,8.72,93.34,69.71,81.53,12.27,97.0,538292,1:33,-1.36621,29.57644
Northern,Musanze,Sector-8,GS Akumunigo,2019,12.95,19.96,16.45,99.75,96.89,98.32,19.06,60.17,369695,1:33,-1.36621,29.57644
Northern,Musanze,Sector-9,GS Mweya,2020,9.17,12.08,10.63,54.58,55.61,55.1,7.44,89.07,599961,1:33,-1.36621,29.57644
Northern,Musanze,Sector-6,GS Kinteko,2021,20.51,27.81,24.16,90.82,65.02,77.92,1.25,77.36,236485,1:33,-1.36621,29.57644
Northern,Musanze,Sector-8,GS Buye,2022,6.21,4.61,5.41,95.74,57.01,76.38,10.87,81.51,479575,1:33,-1.36621,29.57644
Northern,Musanze,Sector-2,GS Mweya,2023,3.87,10.25,7.06,52.56,69.78,61.17,10.64,67.54,568571,1:33,-1.36621,29.57644
Northern,Musanze,Sector-3,GS Camp Kigali,2024,13.59,12.23,12.91,92.08,60.97,76.53,8.38,89.37,254756,1:33,-1.36621,29.57644
Northern,Musanze,Sector-6,Marie Merci,2010,11.19,17.61,14.4,93.4,96.47,94.93,8.43,73.44,494549,1:35,-2.26486,29.94108
Northern,Musanze,Sector-6,GS Rwanyanza,2011,12.44,29.61,21.02,71.55,65.29,68.42,1.62,74.62,425102,1:35,-2.26486,29.94108
Northern,Musanze,Sector-4,GS Kimironko II,2012,10.18,29.02,19.6,57.66,87.13,72.39,11.11,74.26,445712,1:35,-2.26486,29.94108
Northern,Musanze,Sector-4,GS Kimironko II,2013,24.92,15.63,20.28,95.82,81.4,88.61,13.5,93.61,565462,1:35,-2.26486,29.94108
Northern,Musanze,Sector-6,GS Nyacyina,2014,5.94,6.5,6.22,96.33,51.61,73.97,16.79,78.5,264818,1:35,-2.26486,29.94108
Northern,Musanze,Sector-8,GS Rutongo,2015,11.45,13.38,12.42,99.1,89.2,94.15,4.68,95.89,278331,1:35,-2.26486,29.94108
Northern,Musanze,Sector-2,GS Kinteko,2016,12.94,21.77,17.36,55.47,63.52,59.5,14.53,61.87,515585,1:35,-2.26486,29.94108
Northern,Musanze,Sector-1,GS Akumunigo,2017,7.02,13.56,10.29,82.33,63.6,72.96,4.7,75.36,180459,1:35,-2.26486,29.94108
Northern,Musanze,Sector-1,GS Agataramo,2018,3.91,5.3,4.6,85.1,86.29,85.69,5.45,86.97,180821,1:35,-2.26486,29.94108
Northern,Musanze,Sector-7,New Vision,2019,15.72,10.15,12.94,99.55,71.57,85.56,6.94,94.79,209365,1:35,-2.26486,29.94108
Northern,Musanze,Sector-4,GS Mweya,2020,2.06,6.41,4.23,87.34,66.27,76.81,11.62,86.73,474968,1:35,-2.26486,29.94108
Northern,Musanze,Sector-2,GS Gahanga I,2021,28.8,1.62,15.21,86.93,97.94,92.44,6.54,94.49,297627,1:35,-2.26486,29.94108
Northern,Musanze,Sector-6,GS Kimironko II,2022,6.0,18.44,12.22,85.61,65.85,75.73,15.43,81.58,111171,1:35,-2.26486,29.94108
Northern,Musanze,Sector-8,GS Mubuga,2023,2.88,19.01,10.94,61.77,77.88,69.82,11.3,98.28,244687,1:35,-2.26486,29.94108
Northern,Musanze,Sector-9,GS Gahanga I,2024,22.68,13.89,18.29,97.25,91.19,94.22,4.4,85.53,302957,1:35,-2.26486,29.94108
Northern,Musanze,Sector-6,GS Rwamagana,2010,10.08,17.53,13.81,82.42,83.9,83.16,12.68,95.3,113423,1:45,-1.05181,30.45448
Northern,Musanze,Sector-5,GS Buye,2011,16.69,27.89,22.29,96.6,75.64,86.12,3.73,72.23,591135,1:45,-1.05181,30.45448
Northern,Musanze,Sector-2,GS Rutongo,2012,19.45,15.5,17.48,55.17,59.88,57.52,11.33,79.19,167628,1:45,-1.05181,30.45448
Northern,Musanze,Sector-6,GS Nyacyina,2013,20.76,10.83,15.8,78.57,72.37,75.47,9.87,86.37,265154,1:45,-1.05181,30.45448
Northern,Musanze,Sector-1,GS Gahanga I,2014,9.58,10.46,10.02,98.05,59.13,78.59,3.67,72.45,120967,1:45,-1.05181,30.45448
Northern,Musanze,Sector-9,GS Camp Kigali,2015,26.91,28.23,27.57,89.02,96.06,92.54,0.89,72.25,230145,1:45,-1.05181,30.45448
Northern,Musanze,Sector-1,GS Buye,2016,9.94,20.7,15.32,78.27,71.81,75.04,8.61,81.6,421375,1:45,-1.05181,30.45448
Northern,Musanze,Sector-9,GS Kimironko II,2017,15.55,27.13,21.34,63.04,93.39,78.22,13.52,85.77,431422,1:45,-1.05181,30.45448
Northern,Musanze,Sector-2,GS Cyahafi,2018,7.69,23.94,15.82,79.57,61.49,70.53,7.45,79.15,402508,1:45,-1.05181,30.45448
Northern,Musanze,Sector-7,GS Rukomo,2019,10.23,19.01,14.62,58.21,92.3,75.26,17.05,92.5,283724,1:45,-1.05181,30.45448
Northern,Musanze,Sector-7,GS Rukomo,2020,8.17,1.51,4.84,80.96,72.9,76.93,19.4,82.69,303664,1:45,-1.05181,30.45448
Northern,Musanze,Sector-1,GS Migongo,2021,19.4,23.16,21.28,54.19,58.04,56.11,6.17,89.33,491013,1:45,-1.05181,30.45448
Northern,Musanze,Sector-7,King David,2022,18.61,6.37,12.49,81.35,58.69,70.02,4.62,62.55,252150,1:45,-1.05181,30.45448
Northern,Musanze,Sector-9,GS Migongo,2023,26.78,2.59,14.69,58.83,77.44,68.13,0.15,79.24,424902,1:45,-1.05181,30.45448
Northern,Musanze,Sector-2,GS Camp Kigali,2024,29.65,20.11,24.88,68.27,73.52,70.9,12.98,70.66,208024,1:45,-1.05181,30.45448
Northern,Musanze,Sector-2,GS Mweya,2010,28.59,19.48,24.04,89.39,84.99,87.19,14.53,68.22,217028,1:30,-1.21094,29.36826
Northern,Musanze,Sector-2,GS Mweya,2011,15.82,21.36,18.59,73.84,65.61,69.73,5.54,71.4,372196,1:30,-1.21094,29.36826
Northern,Musanze,Sector-6,GS Rutongo,2012,21.73,12.13,16.93,88.54,57.14,72.84,4.08,68.2,533592,1:30,-1.21094,29.36826
Northern,Musanze,Sector-2,King David,2013,27.18,9.0,18.09,71.05,60.11,65.58,5.9,75.52,398919,1:30,-1.21094,29.36826
Northern,Musanze,Sector-8,Mater Dei,2014,23.3,12.42,17.86,86.48,60.35,73.41,17.77,75.08,107101,1:30,-1.21094,29.36826
Northern,Musanze,Sector-7,GS Gahanga I,2015,12.24,17.71,14.98,91.57,59.42,75.5,9.88,91.38,501435,1:30,-1.21094,29.36826
Northern,Musanze,Sector-8,GS Mubuga,2016,18.94,2.9,10.92,85.25,77.18,81.22,11.9,81.03,329216,1:30,-1.21094,29.36826
Northern,Musanze,Sector-2,GS Kinteko,2017,1.8,2.88,2.34,86.69,66.09,76.39,8.91,73.88,148017,1:30,-1.21094,29.36826
Northern,Musanze,Sector-7,King David,2018,2.51,9.71,6.11,76.36,73.28,74.82,7.74,99.99,498488,1:30,-1.21094,29.36826
Northern,Musanze,Sector-8,GS Camp Kigali,2019,15.6,6.52,11.06,93.82,78.61,86.21,0.69,67.68,557965,1:30,-1.21094,29.36826
Northern,Musanze,Sector-3,GS Gitega,2020,29.49,26.09,27.79,78.98,55.56,67.27,4.75,68.61,169694,1:30,-1.21094,29.36826
Northern,Musanze,Sector-4,GS Camp Kigali,2021,13.69,25.83,19.76,58.37,63.28,60.82,7.52,77.82,489512,1:30,-1.21094,29.36826
Northern,Musanze,Sector-9,Mater Dei,2022,27.9,3.74,15.82,68.54,85.45,76.99,3.28,69.04,276374,1:30,-1.21094,29.36826
Northern,Musanze,Sector-7,King David,2023,2.62,4.51,3.57,96.5,77.59,87.04,11.85,91.85,155413,1:30,-1.21094,29.36826
Northern,Musanze,Sector-2,GS Cyahafi,2024,15.35,28.43,21.89,87.38,86.53,86.95,18.76,61.85,568702,1:30,-1.21094,29.36826
Northern,Musanze,Sector-3,GS Matara,2010,12.93,8.06,10.49,56.46,92.87,74.66,16.62,82.33,248579,1:33,-1.06074,30.9476
Northern,Musanze,Sector-5,GS Ruheru,2011,9.18,16.88,13.03,54.16,95.76,74.96,9.21,76.17,342174,1:33,-1.06074,30.9476
Northern,Musanze,Sector-6,GS Migongo,2012,8.3,11.87,10.09,90.0,91.71,90.86,17.48,72.17,187160,1:33,-1.06074,30.9476
Northern,Musanze,Sector-1,Mater Dei,2013,2.53,26.79,14.66,60.96,83.93,72.44,17.19,83.3,462070,1:33,-1.06074,30.9476
Northern,Musanze,Sector-7,GS Gitega,2014,3.95,11.06,7.5,76.91,90.56,83.74,2.83,68.66,415240,1:33,-1.06074,30.9476
Northern,Musanze,Sector-5,ES Kigoma,2015,18.35,18.95,18.65,51.68,69.85,60.76,11.12,83.37,111093,1:33,-1.06074,30.9476
Northern,Musanze,Sector-3,Mater Dei,2016,12.74,13.44,13.09,61.34,72.79,67.07,12.25,98.13,577258,1:33,-1.06074,30.9476
Northern,Musanze,Sector-6,GS Mubuga,2017,9.28,19.95,14.62,82.78,79.62,81.2,13.44,63.99,334625,1:33,-1.06074,30.9476
Northern,Musanze,Sector-4,GS Rwanyanza,2018,5.46,4.86,5.16,60.21,88.34,74.27,18.88,71.82,213984,1:33,-1.06074,30.9476
Northern,Musanze,Sector-7,GS Migongo,2019,5.92,1.28,3.6,61.86,61.75,61.8,3.12,76.88,537021,1:33,-1.06074,30.9476
Northern,Musanze,Sector-6,GS Rwanyanza,2020,4.05,20.82,12.44,80.3,67.97,74.13,11.4,62.3,158204,1:33,-1.06074,30.9476
Northern,Musanze,Sector-3,GS Rukomo,2021,4.27,27.36,15.82,59.95,87.18,73.56,4.94,95.4,130996,1:33,-1.06074,30.9476
Northern,Musanze,Sector-1,New Vision,2022,9.97,26.69,18.33,64.91,87.31,76.11,2.2,99.61,361387,1:33,-1.06074,30.9476
Northern,Musanze,Sector-4,Marie Merci,2023,13.32,1.52,7.42,51.68,74.15,62.91,12.04,71.93,162399,1:33,-1.06074,30.9476
Northern,Musanze,Sector-8,GS Ruheru,2024,14.16,12.83,13.5,74.86,52.02,63.44,3.63,95.71,152142,1:33,-1.06074,30.9476
Northern,Burera,Sector-5,GS Ruramira,2010,27.18,16.76,21.97,78.87,85.25,82.06,13.48,70.59,589052,1:45,-2.58331,29.28715
Northern,Burera,Sector-2,GS Nyacyina,2011,4.03,14.17,9.1,74.64,69.07,71.85,6.75,67.41,493661,1:45,-2.58331,29.28715
Northern,Burera,Sector-9,King David,2012,15.48,20.57,18.02,98.41,57.21,77.81,10.93,94.92,218636,1:45,-2.58331,29.28715
Northern,Burera,Sector-1,GS Rwamagana,2013,17.15,21.98,19.56,69.08,65.95,67.52,3.6,94.11,109734,1:45,-2.58331,29.28715
Northern,Burera,Sector-5,GS Rwamagana,2014,1.45,7.11,4.28,75.93,76.93,76.43,17.23,70.18,136680,1:45,-2.58331,29.28715
Northern,Burera,Sector-9,GS Buye,2015,5.76,1.75,3.76,54.5,64.33,59.41,17.71,98.89,291021,1:45,-2.58331,29.28715
Northern,Burera,Sector-7,GS Gahanga I,2016,14.97,21.23,18.1,52.61,76.71,64.66,7.79,72.05,341201,1:45,-2.58331,29.28715
Northern,Burera,Sector-2,GS Ruramira,2017,1.02,14.53,7.78,74.33,93.16,83.74,1.71,77.94,232720,1:45,-2.58331,29.28715
Northern,Burera,Sector-1,GS Cyahafi,2018,28.46,9.46,18.96,61.32,56.46,58.89,8.6,97.84,579940,1:45,-2.58331,29.28715
Northern,Burera,Sector-8,GS Camp Kigali,2019,17.86,22.97,20.41,63.3,94.52,78.91,18.74,99.17,150094,1:45,-2.58331,29.28715
Northern,Burera,Sector-4,GS Agataramo,2020,1.03,26.93,13.98,65.55,65.57,65.56,6.29,69.12,125223,1:45,-2.58331,29.28715
Northern,Burera,Sector-5,GS Ruramira,2021,3.46,14.47,8.96,87.41,61.08,74.24,19.08,68.8,458499,1:45,-2.58331,29.28715
Northern,Burera,Sector-3,GS Kinteko,2022,29.72,24.42,27.07,59.41,60.6,60.0,5.0,73.61,174300,1:45,-2.58331,29.28715
Northern,Burera,Sector-2,King David,2023,6.98,4.94,5.96,71.23,56.78,64.0,13.14,76.63,481335,1:45,-2.58331,29.28715
Northern,Burera,Sector-4,GS Buye,2024,23.77,16.94,20.35,84.0,96.92,90.46,8.99,85.53,196421,1:45,-2.58331,29.28715
