Province,District,School_Name,Year,Overall_Dropout_Percentage,Male_Dropout_Percentage,Female_Dropout_Percentage,Completion_Total,Attendance_Rate,Avg_Household_Income_RWF,Region_Type,Dropout_Risk_Level,Dropout_Risk_Prediction,Dropout_Risk_Probability
Western,Ngororero,GS Rutongo,2015,17.66,11.35,23.97,91.72,60.59,191005,Rural,High Risk,1,0.828548384591488
Western,Ngororero,GS Kimironko II,2016,4.07,4.78,3.36,66.24,85.19,517939,Rural,Low Risk,0,0.008746534540783923
Western,Ngororero,GS Cyahafi,2017,8.27,14.57,1.96,59.89,95.46,387871,Rural,Low Risk,0,0.15847953174272814
Western,Ngororero,New Vision,2018,12.89,4.47,21.3,61.93,64.75,331944,Rural,Low Risk,0,0.19663538601653358
Western,Ngororero,GS Agataramo,2019,21.31,28.8,13.82,81.11,74.0,507010,Rural,High Risk,1,0.9145121818448777
Western,Ngororero,ES Kigoma,2020,10.18,10.77,9.58,74.07,87.67,255161,Rural,Low Risk,0,0.03303830676719838
Western,Ngororero,New Vision,2021,10.03,16.28,3.78,83.98,99.82,226259,Rural,Low Risk,0,0.10000161033045459
Western,Ngororero,GS Agataramo,2022,8.49,3.95,13.03,89.46,95.36,330461,Rural,Low Risk,0,0.09475264550264549
Western,Ngororero,GS Gahanga I,2023,28.14,26.35,29.94,77.17,92.92,552694,Rural,High Risk,1,0.9945054945054946
Western,Ngororero,New Vision,2024,19.49,29.4,9.58,71.88,60.84,319015,Rural,High Risk,1,0.9471222180368521
Western,Rutsiro,GS Kinteko,2010,17.33,20.9,13.76,78.77,80.72,273420,Rural,High Risk,1,0.912055719225734
Western,Rutsiro,GS Gitega,2011,7.51,6.45,8.58,78.04,66.94,562028,Rural,Low Risk,0,0.008986943401535939
Western,Rutsiro,Mater Dei,2012,17.31,29.81,4.82,68.59,93.29,251619,Rural,High Risk,1,0.8829986604708391
Western,Rutsiro,GS Mweya,2013,22.24,28.67,15.82,97.04,93.89,384246,Rural,High Risk,1,0.926124031007752
Western,Rutsiro,GS Gitega,2014,15.52,16.9,14.14,74.44,70.31,486377,Rural,High Risk,0,0.40756642164466506
Western,Rutsiro,GS Camp Kigali,2015,11.26,10.3,12.23,69.52,94.42,239461,Rural,Low Risk,0,0.06054380772318564
Western,Rutsiro,GS Kinteko,2016,11.77,14.57,8.98,53.64,81.29,533927,Rural,Low Risk,0,0.14579365559547142
Western,Rutsiro,GS Agataramo,2017,13.54,18.09,8.99,73.75,97.87,523556,Rural,Low Risk,0,0.10826768945252384
Western,Rutsiro,GS Nyacyina,2018,15.24,29.35,1.13,79.52,97.54,318008,Rural,High Risk,1,0.6845531976908937
Western,Rutsiro,Marie Merci,2019,21.3,20.72,21.88,54.79,65.09,443401,Rural,High Risk,1,0.9348279790527543
Western,Rutsiro,GS Mubuga,2020,14.15,23.96,4.34,93.72,68.99,257743,Rural,Low Risk,0,0.10133324413522432
Western,Rutsiro,King David,2021,7.81,6.95,8.66,95.64,73.16,580702,Rural,Low Risk,0,0.019008663710718507
Western,Rutsiro,GS Ruramira,2022,16.99,24.39,9.6,79.45,61.05,227838,Rural,High Risk,1,0.9394737190395158
Western,Rutsiro,GS Rwamagana,2023,13.2,15.57,10.82,82.52,95.07,473167,Rural,Low Risk,0,0.09489907685507172
Western,Rutsiro,GS Kimironko II,2024,6.88,7.06,6.71,77.52,91.69,464749,Rural,Low Risk,0,0.032755766665699786
Western,Rutsiro,King David,2010,15.04,24.45,5.64,65.19,86.01,257833,Rural,Low Risk,0,0.25085641893644656
Western,Rutsiro,GS Gahanga I,2011,20.15,15.79,24.51,64.02,82.58,232633,Rural,High Risk,1,0.9216478127952548
Western,Rutsiro,GS Mweya,2012,18.77,17.78,19.76,83.97,73.26,395121,Rural,High Risk,1,0.8428343131188659
Western,Rutsiro,GS Mweya,2013,12.41,10.37,14.45,64.1,98.31,166786,Rural,Low Risk,0,0.04582392795841424
Western,Rutsiro,GS Buye,2014,11.69,6.49,16.89,69.7,83.24,535078,Rural,Low Risk,0,0.12269703783288963
Western,Rutsiro,GS Migongo,2015,5.14,7.12,3.16,72.91,82.65,483433,Rural,Low Risk,0,0.019625905170154553
Western,Rutsiro,GS Rutongo,2016,8.5,8.92,8.09,74.65,84.66,570930,Rural,Low Risk,0,0.03701123258302988
Western,Rutsiro,GS Buye,2017,24.43,26.32,22.54,76.66,70.48,446368,Rural,High Risk,1,0.9606978897277405
Western,Rutsiro,New Vision,2018,15.16,20.92,9.39,82.18,98.73,332415,Rural,Low Risk,0,0.1777069085161827
Western,Rutsiro,GS Ruheru,2019,24.77,28.04,21.51,78.3,73.82,101607,Rural,High Risk,1,0.9487455484330485
Western,Rutsiro,GS Rutongo,2020,16.21,14.16,18.25,82.54,96.93,399837,Rural,High Risk,1,0.6856147448746407
Western,Rutsiro,GS Akumunigo,2021,15.54,7.0,24.07,73.74,69.29,478080,Rural,High Risk,1,0.7890996452116193
Western,Rutsiro,GS Agataramo,2022,20.88,23.12,18.63,73.87,84.05,272425,Rural,High Risk,1,0.948291977715604
Western,Rutsiro,GS Agataramo,2023,10.6,7.06,14.14,77.84,91.15,220648,Rural,Low Risk,0,0.059460029320708596
Western,Rutsiro,GS Buye,2024,10.07,15.14,5.0,81.74,71.78,572782,Rural,Low Risk,0,0.09575575382565292
Western,Rutsiro,ES Kigoma,2010,20.57,12.69,28.45,76.24,84.48,374703,Rural,High Risk,1,0.9610500240827384
Western,Rutsiro,GS Rwamagana,2011,14.28,17.05,11.51,81.11,61.57,390351,Rural,Low Risk,0,0.229685552082407
Western,Rutsiro,GS Agataramo,2012,11.43,20.75,2.1,77.26,64.23,486435,Rural,Low Risk,0,0.13426634889971986
Western,Rutsiro,GS Mubuga,2013,14.97,16.95,12.99,69.67,88.11,228544,Rural,Low Risk,0,0.17856151143692536
Western,Rutsiro,GS Kinteko,2014,15.89,13.58,18.2,79.37,83.55,251243,Rural,High Risk,1,0.6329239224513923
Western,Rutsiro,GS Gitega,2015,15.03,24.36,5.69,74.31,72.62,191104,Rural,Low Risk,0,0.26565798327503687
Western,Rutsiro,GS Rwamagana,2016,2.17,2.98,1.37,86.99,74.07,317715,Rural,Low Risk,0,0.009197797822196416
Western,Rutsiro,GS Rwamagana,2017,22.76,15.76,29.76,90.46,77.71,323793,Rural,High Risk,1,0.9644673916059169
Western,Rutsiro,GS Rwamagana,2018,8.25,10.6,5.9,64.18,73.44,364208,Rural,Low Risk,0,0.032479021104864086
Western,Rutsiro,GS Rwanyanza,2019,17.05,8.45,25.66,64.63,67.03,394772,Rural,High Risk,1,0.8973661236612847
Western,Rutsiro,ES Kigoma,2020,10.25,1.95,18.55,78.72,90.49,478147,Rural,Low Risk,0,0.1519621692450478
Western,Rutsiro,GS Mweya,2021,26.85,25.81,27.89,55.1,61.33,166046,Rural,High Risk,1,0.9876645161290323
Western,Rutsiro,GS Mweya,2022,24.75,29.13,20.37,88.87,81.4,115583,Rural,High Risk,1,0.9436458333333333
Western,Rutsiro,GS Ruramira,2023,13.7,10.12,17.27,83.92,99.27,236692,Rural,Low Risk,0,0.1144166371189402
Western,Rutsiro,GS Gitega,2024,17.65,23.53,11.77,60.07,84.43,570471,Rural,High Risk,1,0.943775802440395
Western,Rutsiro,GS Mweya,2010,2.72,2.19,3.26,92.51,84.72,181271,Rural,Low Risk,0,0.03380455881809241
Western,Rutsiro,GS Gahanga I,2011,14.7,7.26,22.13,90.79,68.56,557919,Rural,Low Risk,0,0.4998131283988341
Western,Rutsiro,GS Agataramo,2012,2.35,3.36,1.33,70.94,99.54,424329,Rural,Low Risk,0,0.035307343234323434
Western,Rutsiro,GS Akumunigo,2013,18.37,21.36,15.39,84.63,68.23,262138,Rural,High Risk,1,0.8433833450529817
Western,Rutsiro,GS Buye,2014,12.3,8.95,15.65,78.28,88.79,534311,Rural,Low Risk,0,0.09827340479050262
Western,Rutsiro,GS Ruheru,2015,10.64,11.19,10.1,72.49,76.79,376156,Rural,Low Risk,0,0.03278523920855531
Western,Rutsiro,GS Gitega,2016,27.97,26.93,29.02,72.33,85.66,101607,Rural,High Risk,1,0.945
Western,Rutsiro,GS Gahanga I,2017,19.54,17.77,21.32,67.59,64.14,300878,Rural,High Risk,1,0.9575062426719151
Western,Rutsiro,Marie Merci,2018,13.57,6.17,20.97,80.99,87.71,379570,Rural,Low Risk,0,0.22829588538470166
Western,Rutsiro,GS Ruramira,2019,26.97,25.53,28.42,73.29,86.01,510554,Rural,High Risk,1,0.9868131868131869
Western,Rutsiro,GS Gitega,2020,13.33,6.63,20.03,77.69,73.09,148838,Rural,Low Risk,0,0.09783324415070797
Western,Rutsiro,GS Kinteko,2021,19.47,15.01,23.92,81.51,77.27,325683,Rural,High Risk,1,0.8905420899835313
Western,Rutsiro,GS Agataramo,2022,12.04,18.65,5.43,79.65,71.26,394887,Rural,Low Risk,0,0.06514720535975915
Western,Rutsiro,GS Gahanga I,2023,23.03,28.59,17.47,77.52,94.74,242195,Rural,High Risk,1,0.9751162168894254
Western,Rutsiro,GS Rukomo,2024,10.27,19.12,1.43,70.99,70.39,523873,Rural,Low Risk,0,0.07766466288751378
Western,Rutsiro,GS Gahanga I,2010,18.68,28.8,8.56,90.59,86.54,345195,Rural,High Risk,1,0.9017867596646018
Western,Rutsiro,New Vision,2011,14.92,11.44,18.4,67.29,69.22,462812,Rural,Low Risk,0,0.19460157118622387
Western,Rutsiro,GS Ruramira,2012,10.86,12.93,8.8,76.76,61.74,505060,Rural,Low Risk,0,0.05676275180918539
Western,Rutsiro,GS Ruheru,2013,24.7,29.4,19.99,77.35,98.88,463601,Rural,High Risk,1,0.9650299871288317
Western,Rutsiro,GS Cyahafi,2014,10.94,4.25,17.62,78.69,99.12,503564,Rural,Low Risk,0,0.17995918818024081
Western,Rutsiro,GS Migongo,2015,17.6,14.51,20.69,82.27,83.74,146073,Rural,High Risk,1,0.8585785209759628
Western,Rutsiro,Marie Merci,2016,14.57,2.42,26.71,70.36,98.2,434734,Rural,Low Risk,0,0.19794055944055944
Western,Rutsiro,ES Kigoma,2017,9.25,9.81,8.69,66.01,66.15,459838,Rural,Low Risk,0,0.03229130931961121
Western,Rutsiro,GS Ruramira,2018,22.84,15.73,29.95,75.08,95.07,555502,Rural,High Risk,1,0.9313713391871287
Western,Rutsiro,GS Ruheru,2019,17.2,24.69,9.72,59.4,78.74,371601,Rural,High Risk,1,0.8651585639877905
Western,Rutsiro,GS Matara,2020,26.0,27.87,24.13,85.62,77.28,313273,Rural,High Risk,1,0.9847499487797995
Western,Rutsiro,GS Rwamagana,2021,16.71,10.47,22.94,66.65,68.08,278270,Rural,High Risk,1,0.8553731222327227
Western,Rutsiro,GS Mubuga,2022,14.73,16.84,12.63,62.21,78.2,292206,Rural,Low Risk,0,0.24749543002834784
Western,Rutsiro,GS Rwamagana,2023,6.79,12.12,1.46,62.08,82.81,398561,Rural,Low Risk,0,0.04034601659029706
Western,Rutsiro,GS Rutongo,2024,14.13,17.87,10.38,80.4,63.76,539863,Rural,Low Risk,0,0.07571959013404286
Western,Nyabihu,GS Kimironko II,2010,24.28,23.2,25.36,70.58,67.47,471969,Rural,High Risk,1,0.9714227670477671
Western,Nyabihu,New Vision,2011,11.05,7.52,14.58,58.27,76.13,346130,Rural,Low Risk,0,0.10535419290920948
Western,Nyabihu,GS Rukomo,2012,19.98,15.97,23.99,72.52,99.45,165206,Rural,High Risk,1,0.8399974589358269
Western,Nyabihu,GS Nyacyina,2013,14.0,2.58,25.42,76.3,60.65,598577,Rural,Low Risk,0,0.11769230769230771
Western,Nyabihu,GS Agataramo,2014,12.67,18.87,6.48,71.13,62.15,319343,Rural,Low Risk,0,0.09765618992802574
Western,Nyabihu,GS Cyahafi,2015,21.05,20.19,21.91,58.61,63.15,117540,Rural,High Risk,1,0.8905778090473213
Western,Nyabihu,GS Rwanyanza,2016,7.88,7.31,8.45,67.66,87.19,567927,Rural,Low Risk,0,0.054801014437288895
Western,Nyabihu,GS Akumunigo,2017,14.67,13.11,16.24,77.66,72.1,537929,Rural,Low Risk,0,0.11608011244736112
Western,Nyabihu,GS Gahanga I,2018,22.28,26.56,17.99,75.68,87.13,505890,Rural,High Risk,1,0.9602096580394703
Western,Nyabihu,GS Camp Kigali,2019,22.81,23.59,22.02,66.03,65.21,246104,Rural,High Risk,1,0.9720790984899322
Western,Nyabihu,GS Rwanyanza,2020,12.81,10.02,15.61,63.28,63.95,397463,Rural,Low Risk,0,0.1867158741579208
Western,Nyabihu,GS Mweya,2021,4.56,5.65,3.48,80.58,96.28,581522,Rural,Low Risk,0,0.013176336251291445
Western,Nyabihu,New Vision,2022,25.84,23.19,28.49,89.96,85.55,472220,Rural,High Risk,1,0.9962637362637363
Western,Nyabihu,GS Matara,2023,11.54,1.91,21.17,74.77,82.31,237719,Rural,Low Risk,0,0.05663030753418439
Western,Nyabihu,New Vision,2024,13.46,14.65,12.26,81.8,84.15,152832,Rural,Low Risk,0,0.07306494345481443
Western,Nyabihu,GS Nyacyina,2010,13.16,3.91,22.41,92.31,80.88,111251,Rural,Low Risk,0,0.06830387931034483
Western,Nyabihu,GS Rwamagana,2011,20.8,19.28,22.33,95.01,68.07,444041,Rural,High Risk,1,0.9840243902439024
Western,Nyabihu,GS Agataramo,2012,19.46,11.4,27.53,82.83,79.6,311818,Rural,High Risk,1,0.9206792628167719
Western,Nyabihu,Mater Dei,2013,14.54,21.84,7.24,88.31,76.48,449352,Rural,Low Risk,0,0.3547946094588375
Western,Nyabihu,GS Agataramo,2014,21.91,20.67,23.16,83.43,76.44,498231,Rural,High Risk,1,0.9653808671003793
Western,Nyabihu,GS Rukomo,2015,24.35,21.11,27.59,64.36,71.4,510784,Rural,High Risk,1,0.9863617415898746
Western,Nyabihu,GS Rukomo,2016,15.06,7.77,22.34,63.68,91.75,593938,Rural,Low Risk,0,0.2324779052365259
Western,Nyabihu,GS Ruheru,2017,20.2,20.4,20.0,69.81,93.44,199248,Rural,High Risk,1,0.9409388654857991
Western,Nyabihu,GS Mubuga,2018,3.41,3.08,3.73,65.86,73.48,211115,Rural,Low Risk,0,0.0028029862156871547
Western,Nyabihu,GS Kimironko II,2019,22.88,23.14,22.62,74.37,89.91,594150,Rural,High Risk,1,0.9271010284993002
Western,Nyabihu,New Vision,2020,23.63,27.72,19.55,71.39,77.09,521490,Rural,High Risk,1,0.9070888924487924
Western,Nyabihu,GS Cyahafi,2021,20.27,15.93,24.61,83.43,66.03,149875,Rural,High Risk,1,0.9595295307200761
Western,Nyabihu,GS Matara,2022,10.07,4.97,15.16,75.34,88.87,168625,Rural,Low Risk,0,0.011739822681927076
Western,Nyabihu,GS Cyahafi,2023,15.18,6.25,24.12,69.63,66.33,150317,Rural,Low Risk,0,0.18586656881223249
Western,Nyabihu,GS Matara,2024,10.75,16.96,4.54,54.63,89.75,486958,Rural,Low Risk,0,0.09805400839248148
Western,Nyabihu,GS Agataramo,2010,24.55,21.25,27.86,91.0,82.79,224225,Rural,High Risk,1,0.9656777198958124
Western,Nyabihu,King David,2011,14.86,10.49,19.23,60.78,78.72,176737,Rural,Low Risk,0,0.1547093347828642
Western,Nyabihu,GS Gitega,2012,2.29,3.42,1.16,64.83,90.51,140880,Rural,Low Risk,0,0.005932722533119458
Western,Nyabihu,GS Nyacyina,2013,9.86,15.97,3.75,58.53,64.43,489336,Rural,Low Risk,0,0.1348680890643287
Western,Nyabihu,GS Mweya,2014,11.31,2.58,20.04,80.26,94.98,485415,Rural,Low Risk,0,0.1119818500048768
Western,Nyabihu,GS Cyahafi,2015,12.18,5.37,19.0,75.83,90.47,309239,Rural,Low Risk,0,0.06460281894090632
Western,Nyabihu,GS Camp Kigali,2016,18.9,28.12,9.67,76.92,84.45,383932,Rural,High Risk,1,0.9146400299673924
Western,Nyabihu,GS Ruheru,2017,13.86,14.57,13.16,77.57,90.49,239988,Rural,Low Risk,0,0.05515407704245762
Western,Nyabihu,GS Migongo,2018,15.99,27.02,4.95,69.83,91.96,100050,Rural,High Risk,1,0.6150973305695093
Western,Nyabihu,GS Rwamagana,2019,22.72,16.11,29.33,69.08,79.65,135788,Rural,High Risk,1,0.9362590890424757
Western,Nyabihu,GS Rwamagana,2020,10.53,8.99,12.07,65.48,77.23,440496,Rural,Low Risk,0,0.033436245871787354
Western,Nyabihu,GS Mubuga,2021,11.89,5.6,18.19,75.12,78.92,568084,Rural,Low Risk,0,0.07742327606531461
Western,Nyabihu,GS Mweya,2022,8.21,3.92,12.5,87.58,67.14,108109,Rural,Low Risk,0,0.02375006627171574
Western,Nyabihu,Marie Merci,2023,10.56,15.87,5.26,67.39,84.45,233672,Rural,Low Risk,0,0.0779500179453161
Western,Nyabihu,ES Kigoma,2024,8.05,11.89,4.21,63.15,74.93,281854,Rural,Low Risk,0,0.03969446530654415
Western,Nyabihu,GS Ruramira,2010,15.23,14.29,16.17,78.29,98.85,280402,Rural,High Risk,1,0.6762776641048254
Western,Nyabihu,GS Mweya,2011,27.49,28.35,26.64,65.01,69.0,145038,Rural,High Risk,1,0.9849824130469292
Western,Nyabihu,GS Nyacyina,2012,13.5,16.3,10.69,75.21,84.98,305658,Rural,Low Risk,0,0.11569490489499377
Western,Nyabihu,GS Ruramira,2013,19.76,10.69,28.84,73.02,80.86,348435,Rural,High Risk,1,0.9416145774608915
Western,Nyabihu,GS Cyahafi,2014,12.07,6.18,17.96,84.45,95.28,445184,Rural,Low Risk,0,0.11443157017211464
Western,Nyabihu,New Vision,2015,21.2,28.79,13.62,82.24,81.86,346257,Rural,High Risk,1,0.9571023084631736
Western,Nyabihu,GS Rwamagana,2016,25.09,26.13,24.05,75.87,70.73,132264,Rural,High Risk,1,0.9869178969178969
Western,Nyabihu,GS Ruramira,2017,21.93,23.73,20.14,67.13,99.14,274811,Rural,High Risk,1,0.9799506968339425
Western,Nyabihu,Mater Dei,2018,19.37,26.28,12.46,66.8,67.86,500077,Rural,High Risk,1,0.9643502602225904
Western,Nyabihu,GS Rwanyanza,2019,18.15,9.22,27.08,84.32,86.78,265043,Rural,High Risk,1,0.8860160182463953
Western,Nyabihu,GS Mubuga,2020,11.07,9.48,12.67,75.21,93.55,221822,Rural,Low Risk,0,0.06345707344617377
Western,Nyabihu,GS Rukomo,2021,24.54,28.32,20.76,83.93,96.72,532189,Rural,High Risk,1,0.9800075873492554
Western,Nyabihu,King David,2022,6.98,12.61,1.34,61.26,82.6,121677,Rural,Low Risk,0,0.04273889389191476
Western,Nyabihu,GS Gitega,2023,15.45,10.82,20.08,81.89,62.26,456777,Rural,High Risk,1,0.8628248574462364
Western,Nyabihu,GS Ruheru,2024,14.86,9.2,20.53,69.35,70.61,466440,Rural,Low Risk,0,0.26125816807713365
Western,Nyabihu,GS Ruheru,2010,10.2,18.5,1.91,60.77,77.75,448294,Rural,Low Risk,0,0.06084792876194608
Western,Nyabihu,GS Rwamagana,2011,17.0,17.52,16.48,85.72,61.99,465860,Rural,High Risk,1,0.8961603875768859
Western,Nyabihu,GS Mubuga,2012,11.52,4.95,18.09,88.47,95.34,514976,Rural,Low Risk,0,0.1005130751406819
Western,Nyabihu,Marie Merci,2013,17.5,24.64,10.37,92.27,62.5,119192,Rural,High Risk,1,0.9434999999999999
Western,Nyabihu,Mater Dei,2014,14.22,22.11,6.33,65.12,96.84,480312,Rural,Low Risk,0,0.22158341561175288
Western,Nyabihu,GS Buye,2015,15.76,27.09,4.43,77.23,81.73,348053,Rural,High Risk,1,0.8131099540758191
Western,Nyabihu,GS Matara,2016,16.81,28.11,5.5,75.59,79.29,331560,Rural,High Risk,1,0.8555055068087524
Western,Nyabihu,GS Camp Kigali,2017,24.22,23.9,24.55,60.76,95.07,355938,Rural,High Risk,1,0.9938318903318902
Western,Nyabihu,New Vision,2018,11.83,6.26,17.4,84.42,67.24,197556,Rural,Low Risk,0,0.0725764466546624
Western,Nyabihu,Mater Dei,2019,21.11,25.56,16.66,84.79,83.28,324585,Rural,High Risk,1,0.9531707509658266
Western,Nyabihu,New Vision,2020,18.75,20.59,16.92,51.09,68.03,509505,Rural,High Risk,1,0.9386795626576956
Western,Nyabihu,GS Nyacyina,2021,10.64,9.84,11.44,62.99,61.69,599600,Rural,Low Risk,0,0.031880932943251186
Western,Nyabihu,GS Rukomo,2022,16.64,13.88,19.4,81.38,85.64,447967,Rural,High Risk,1,0.8570656867624392
Western,Nyabihu,GS Akumunigo,2023,16.76,27.44,6.07,74.62,86.35,220756,Rural,High Risk,1,0.895316475179127
Western,Nyabihu,GS Mubuga,2024,10.01,17.8,2.23,71.53,61.3,325571,Rural,Low Risk,0,0.11872041195083365
Northern,Musanze,GS Rutongo,2010,25.39,21.52,29.27,75.16,63.5,556094,Rural,High Risk,1,0.9774294882419476
Northern,Musanze,GS Mubuga,2011,19.36,12.71,26.01,68.13,98.02,234942,Rural,High Risk,1,0.9360828444480537
Northern,Musanze,GS Mweya,2012,14.72,21.09,8.35,63.69,94.25,445341,Rural,Low Risk,1,0.5663403908072411
Northern,Musanze,Mater Dei,2013,20.64,22.98,18.3,63.18,99.02,419066,Rural,High Risk,1,0.9203269399823425
Northern,Musanze,GS Kimironko II,2014,17.85,29.93,5.76,59.61,78.47,569571,Rural,High Risk,1,0.8066989328402993
Northern,Musanze,GS Rukomo,2015,15.14,6.83,23.45,83.69,75.49,552642,Rural,Low Risk,1,0.5653517403648983
Northern,Musanze,GS Akumunigo,2016,6.75,6.04,7.47,65.42,77.46,117839,Rural,Low Risk,0,0.03259125584883786
Northern,Musanze,GS Mweya,2017,22.77,16.73,28.81,71.52,61.74,143585,Rural,High Risk,1,0.9470155924316508
Northern,Musanze,GS Gitega,2018,8.72,11.49,5.95,81.53,97.0,538292,Rural,Low Risk,0,0.029363578298097704
Northern,Musanze,GS Akumunigo,2019,16.45,12.95,19.96,98.32,60.17,369695,Rural,High Risk,1,0.623446217301639
Northern,Musanze,GS Mweya,2020,10.63,9.17,12.08,55.1,89.07,599961,Rural,Low Risk,0,0.06916003536693192
Northern,Musanze,GS Kinteko,2021,24.16,20.51,27.81,77.92,77.36,236485,Rural,High Risk,1,0.9292592303142263
Northern,Musanze,GS Buye,2022,5.41,6.21,4.61,76.38,81.51,479575,Rural,Low Risk,0,0.0194618763932395
Northern,Musanze,GS Mweya,2023,7.06,3.87,10.25,61.17,67.54,568571,Rural,Low Risk,0,0.031154730244924017
Northern,Musanze,GS Camp Kigali,2024,12.91,13.59,12.23,76.53,89.37,254756,Rural,Low Risk,0,0.06000316011234256
Northern,Musanze,Marie Merci,2010,14.4,11.19,17.61,94.93,73.44,494549,Rural,Low Risk,0,0.28942844882108415
Northern,Musanze,GS Rwanyanza,2011,21.02,12.44,29.61,68.42,74.62,425102,Rural,High Risk,1,0.9730856022607276
Northern,Musanze,GS Kimironko II,2012,19.6,10.18,29.02,72.39,74.26,445712,Rural,High Risk,1,0.9277518681665522
Northern,Musanze,GS Kimironko II,2013,20.28,24.92,15.63,88.61,93.61,565462,Rural,High Risk,1,0.970509373236051
Northern,Musanze,GS Nyacyina,2014,6.22,5.94,6.5,73.97,78.5,264818,Rural,Low Risk,0,0.008091958887286468
Northern,Musanze,GS Rutongo,2015,12.42,11.45,13.38,94.15,95.89,278331,Rural,Low Risk,0,0.182866085457899
Northern,Musanze,GS Kinteko,2016,17.36,12.94,21.77,59.5,61.87,515585,Rural,High Risk,1,0.8573180724321149
Northern,Musanze,GS Akumunigo,2017,10.29,7.02,13.56,72.96,75.36,180459,Rural,Low Risk,0,0.024533743990620246
Northern,Musanze,GS Agataramo,2018,4.6,3.91,5.3,85.69,86.97,180821,Rural,Low Risk,0,0.030322656624636818
Northern,Musanze,New Vision,2019,12.94,15.72,10.15,85.56,94.79,209365,Rural,Low Risk,0,0.08660154550754565
Northern,Musanze,GS Mweya,2020,4.23,2.06,6.41,76.81,86.73,474968,Rural,Low Risk,0,0.015138862216731974
Northern,Musanze,GS Gahanga I,2021,15.21,28.8,1.62,92.44,94.49,297627,Rural,High Risk,1,0.8554448198198199
Northern,Musanze,GS Kimironko II,2022,12.22,6.0,18.44,75.73,81.58,111171,Rural,Low Risk,0,0.03828181261736667
Northern,Musanze,GS Mubuga,2023,10.94,2.88,19.01,69.82,98.28,244687,Rural,Low Risk,0,0.09832399602056828
Northern,Musanze,GS Gahanga I,2024,18.29,22.68,13.89,94.22,85.53,302957,Rural,High Risk,1,0.934443178916863
Northern,Musanze,GS Rwamagana,2010,13.81,10.08,17.53,83.16,95.3,113423,Rural,Low Risk,0,0.07111565075324693
Northern,Musanze,GS Buye,2011,22.29,16.69,27.89,86.12,72.23,591135,Rural,High Risk,1,0.9669813870868089
Northern,Musanze,GS Rutongo,2012,17.48,19.45,15.5,57.52,79.19,167628,Rural,High Risk,1,0.8628555111578261
Northern,Musanze,GS Nyacyina,2013,15.8,20.76,10.83,75.47,86.37,265154,Rural,High Risk,1,0.8483234893439896
Northern,Musanze,GS Gahanga I,2014,10.02,9.58,10.46,78.59,72.45,120967,Rural,Low Risk,0,0.020516787828502796
Northern,Musanze,GS Camp Kigali,2015,27.57,26.91,28.23,92.54,72.25,230145,Rural,High Risk,1,0.9754999999999999
Northern,Musanze,GS Buye,2016,15.32,9.94,20.7,75.04,81.6,421375,Rural,High Risk,1,0.8051710321752031
Northern,Musanze,GS Kimironko II,2017,21.34,15.55,27.13,78.22,85.77,431422,Rural,High Risk,1,0.9064286638398612
Northern,Musanze,GS Cyahafi,2018,15.82,7.69,23.94,70.53,79.15,402508,Rural,High Risk,1,0.8071916696403829
Northern,Musanze,GS Rukomo,2019,14.62,10.23,19.01,75.26,92.5,283724,Rural,Low Risk,0,0.32263515234921364
Northern,Musanze,GS Rukomo,2020,4.84,8.17,1.51,76.93,82.69,303664,Rural,Low Risk,0,0.03785398346353217
Northern,Musanze,GS Migongo,2021,21.28,19.4,23.16,56.11,89.33,491013,Rural,High Risk,1,0.9609430014430014
Northern,Musanze,King David,2022,12.49,18.61,6.37,70.02,62.55,252150,Rural,Low Risk,0,0.08060457309785633
Northern,Musanze,GS Migongo,2023,14.69,26.78,2.59,68.13,79.24,424902,Rural,Low Risk,0,0.43176923277274754
Northern,Musanze,GS Camp Kigali,2024,24.88,29.65,20.11,70.9,70.66,208024,Rural,High Risk,1,0.9819883899414527
Northern,Musanze,GS Mweya,2010,24.04,28.59,19.48,87.19,68.22,217028,Rural,High Risk,1,0.963503526220877
Northern,Musanze,GS Mweya,2011,18.59,15.82,21.36,69.73,71.4,372196,Rural,High Risk,1,0.9316716031098176
Northern,Musanze,GS Rutongo,2012,16.93,21.73,12.13,72.84,68.2,533592,Rural,High Risk,1,0.9144476259691626
Northern,Musanze,King David,2013,18.09,27.18,9.0,65.58,75.52,398919,Rural,High Risk,1,0.8930545314900153
Northern,Musanze,Mater Dei,2014,17.86,23.3,12.42,73.41,75.08,107101,Rural,High Risk,1,0.9424697383954576
Northern,Musanze,GS Gahanga I,2015,14.98,12.24,17.71,75.5,91.38,501435,Rural,Low Risk,0,0.24109818933428945
Northern,Musanze,GS Mubuga,2016,10.92,18.94,2.9,81.22,81.03,329216,Rural,Low Risk,0,0.06406073100274537
Northern,Musanze,GS Kinteko,2017,2.34,1.8,2.88,76.39,73.88,148017,Rural,Low Risk,0,0.003091937164832712
Northern,Musanze,King David,2018,6.11,2.51,9.71,74.82,99.99,498488,Rural,Low Risk,0,0.026616262924360236
Northern,Musanze,GS Camp Kigali,2019,11.06,15.6,6.52,86.21,67.68,557965,Rural,Low Risk,0,0.07885294962306477
Northern,Musanze,GS Gitega,2020,27.79,29.49,26.09,67.27,68.61,169694,Rural,High Risk,1,0.9976645161290323
Northern,Musanze,GS Camp Kigali,2021,19.76,13.69,25.83,60.82,77.82,489512,Rural,High Risk,1,0.9687684439044401
